team,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,PK,SoTA,Saves,Save%,CS,PKA,PKsv,PKm,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,xG.x,xGA,FK,xG.y,npxG,npxG/Sh,G-xG,np:G-xG,PSxG,PSxG+/-,Cmp,Att,Cmp%,Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Recov,Won,Lost,Won%
Costa Rica,2017-10-07,16:00,WCQ,Fifth round,Sat,Home,D,1,1,hn Honduras,,"30,000",Bryan Ruiz,5-4-1,César Arturo Ramos,Match Report,,1,"","","","","","",0,"","","",0,0,0,0,3,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2017-10-10,19:00,WCQ,Fifth round,Tue,Away,L,1,2,pa Panama,,"26,503",Bryan Ruiz,5-4-1,Walter López,Match Report,,1,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2017-11-11,21:30,Friendlies (M),Friendlies (M),Sat,Away,L,0,5,es Spain,,"",Christian Bolaños,5-4-1,Anastasios Sidiropoulos,Match Report,,0,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2017-11-14,20:15,Friendlies (M),Friendlies (M),Tue,Away,L,0,1,hu Hungary,,"",Celso Borges,5-1-2-1-1,Alexander Harkam,Match Report,,0,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2015-11-13,20:00,WCQ,Fourth round,Fri,Home,W,1,0,ht Haiti,,"35,000","","",Yadel Martínez,Match Report,,1,"","","","","","",0,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Costa Rica,2015-11-17,20:30,WCQ,Fourth round,Tue,Away,W,2,1,pa Panama,,"26,607","","",Joel Aguilar,Match Report,,2,"","","","","","",0,"","","",0,0,0,0,4,0,0,"","","","","","","","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Costa Rica,2016-03-25,19:00,WCQ,Fourth round,Fri,Away,D,1,1,jm Jamaica,,"21,500","","",Jair Marrufo,Match Report,,1,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Costa Rica,2016-03-29,20:00,WCQ,Fourth round,Tue,Home,W,3,0,jm Jamaica,,"35,062","","",Drew Fischer,Match Report,,3,"","","","","","",0,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Costa Rica,2016-09-02,19:00,WCQ,Fourth round,Fri,Away,W,1,0,ht Haiti,,"3,200","","",Marlon Mejia,Match Report,,1,"","","","","","",0,"","","",1,0,0,0,3,0,0,"","","","","","","","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Costa Rica,2016-09-06,19:30,WCQ,Fourth round,Tue,Home,W,3,1,pa Panama,,"34,219","","",Roberto García,Match Report,,3,"","","","","","",0,"","","",0,1,0,0,0,0,0,"","","","","","","","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Costa Rica,2016-11-11,19:00,WCQ,Fifth round,Fri,Away,W,2,0,tt Trin & Tobago,,"13,500","","",Oscar Moncada,Match Report,,2,"","","","","","",0,"","","",1,0,0,0,2,0,0,"","","","","","","","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Costa Rica,2016-11-15,20:05,WCQ,Fifth round,Tue,Home,W,4,0,us United States,,"35,422","","",César Ramos,Match Report,,4,"","","","","","",0,"","","",1,0,0,0,2,0,0,"","","","","","","","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Costa Rica,2017-03-24,19:50,WCQ,Fifth round,Fri,Away,L,0,2,mx Mexico,,"61,697","","",John Pitti,Match Report,,0,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Costa Rica,2017-03-28,15:00,WCQ,Fifth round,Tue,Away,D,1,1,hn Honduras,,"17,000","","",Joel Aguilar,Match Report,,1,"","","","","","",0,"","","",0,0,0,0,2,0,0,"","","","","","","","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Costa Rica,2017-06-08,20:00,WCQ,Fifth round,Thu,Home,D,0,0,pa Panama,,"30,000","","",Jair Marrufo,Match Report,,0,"","","","","","",0,"","","",1,0,0,0,1,1,0,"","","","","","","","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Costa Rica,2017-06-13,20:00,WCQ,Fifth round,Tue,Home,W,2,1,tt Trin & Tobago,,"30,000","","",Yadel Martínez,Match Report,,2,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Costa Rica,2017-09-01,18:55,WCQ,Fifth round,Fri,Away,W,2,0,us United States,,"26,500",Bryan Ruiz,5-4-1,John Pitti,Match Report,,2,"","","","","","",0,"","","",1,0,0,0,2,0,0,"","","","","","","","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Costa Rica,2017-09-05,20:05,WCQ,Fifth round,Tue,Home,D,1,1,mx Mexico,,"33,000",Bryan Ruiz,5-4-1,Mark Geiger,Match Report,,1,"","","","","","",0,"","","",0,0,0,0,2,0,0,"","","","","","","","",1,,,"","","","","","","","","","","","","","","","","","","","","","",""
Costa Rica,2017-10-07,16:00,WCQ,Fifth round,Sat,Home,D,1,1,hn Honduras,,"30,000",Bryan Ruiz,5-4-1,César Arturo Ramos,Match Report,,1,"","","","","","",0,"","","",0,0,0,0,3,0,0,"","","","","","","","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Costa Rica,2017-10-10,19:00,WCQ,Fifth round,Tue,Away,L,1,2,pa Panama,,"26,503",Bryan Ruiz,5-4-1,Walter López,Match Report,,1,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Costa Rica,2018-03-23,19:45,Friendlies (M),Friendlies (M),Fri,Away,W,1,0,sct Scotland,,"",Bryan Ruiz,5-4-1,Tobias Stieler,Match Report,,1,"","","","","","",0,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Costa Rica,2018-03-27,20:00,Friendlies (M),Friendlies (M),Tue,Away,L,0,1,tn Tunisia,,"7,000",Bryan Ruiz,5-4-1,Franck Schneider,Match Report,,0,"","","","","","",0,"","","",0,0,0,0,4,0,0,"","","","","","","","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Costa Rica,2018-06-03,11:00,Friendlies (M),Friendlies (M),Sun,Home,W,3,0,nir Northern Ireland,,"35,100",Keylor Navas,5-4-1,Fernando Guerrero,Match Report,,3,"","","","","","",0,"","","",2,0,0,0,0,0,0,"","","","","","","","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Costa Rica,2018-06-07,20:00,Friendlies (M),Friendlies (M),Thu,Away,L,0,2,eng England,,"36,104",Keylor Navas,3-4-3,Hiroyuki Kimura,Match Report,,0,"","","","","","",0,"","","",0,0,0,0,2,0,0,"","","","","","","","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Costa Rica,2018-06-11,20:45,Friendlies (M),Friendlies (M),Mon,Away,L,1,4,be Belgium,,"28,000",Bryan Ruiz,5-4-1,Ovidiu Hațegan,Match Report,,1,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Costa Rica,2018-06-17,16:00,FIFA World Cup,Group stage,Sun,Neutral,L,0,1,rs Serbia,52,"41,432",Bryan Ruiz,3-4-3,Malang Diédhiou,Match Report,,0,10,3,30.0,0.00,0.00,17.3,0,2,1,50.0,0,0,0,0,2,0,0,18,13,1,11,9,5,0,0,0,0.5,1.7,0,0.5,0.5,0.05,-0.5,-0.5,0.5,-0.5,8,17,47.1,2,62.5,48.4,10,1,10.0,0,12.4,100,14,11,56.0
Costa Rica,2018-06-22,15:00,FIFA World Cup,Group stage,Fri,Neutral,L,0,2,br Brazil,28,"64,468",Bryan Ruiz,3-4-3,Björn Kuipers,Match Report,,0,4,0,0.0,0.00,"",25.9,0,9,7,77.8,0,0,0,0,1,0,0,17,11,3,5,8,11,0,0,0,0.2,3.1,0,0.2,0.2,0.04,-0.2,-0.2,3.0,+1.0,13,26,50.0,4,81.5,58.9,15,2,13.3,1,10.1,81,9,8,52.9
Costa Rica,2018-06-27,21:00,FIFA World Cup,Group stage,Wed,Neutral,D,2,2,ch Switzerland,38,"43,319",Bryan Ruiz,3-4-3,Clément Turpin,Match Report,,1,13,6,46.2,0.08,0.17,19.9,0,3,1,33.3,0,0,0,0,3,0,0,15,10,1,8,13,4,1,0,0,1.4,1.2,0,1.4,0.7,0.05,-0.4,+0.3,1.5,-0.5,4,6,66.7,1,35.7,35.1,13,1,7.7,0,15.5,88,5,7,41.7
Costa Rica,2018-09-07,20:00,Friendlies (M),Friendlies (M),Fri,Away,L,0,2,kr Korea Republic,,"36,127",Bryan Oviedo,4-2-3-1,Ma Ning,Match Report,,0,"","","","","","",0,"","","",0,0,0,1,2,0,0,"","","","","","","","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Costa Rica,2018-09-11,19:20,Friendlies (M),Friendlies (M),Tue,Away,L,0,3,jp Japan,,"33,891",Óscar Duarte,3-4-1-2,Taqi Aljaafari Jahari,Match Report,,0,"","","","","","",0,"","","",0,0,0,0,2,0,0,"","","","","","","","",1,,,"","","","","","","","","","","","","","","","","","","","","","",""
Costa Rica,2018-10-11,20:30,Friendlies (M),Friendlies (M),Thu,Away,L,2,3,mx Mexico,,"35,827",Bryan Ruiz,5-2-1-2,Oscar Moncada,Match Report,,2,"","","","","","",1,"","","",0,1,0,0,3,0,0,"","","","","","","","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Costa Rica,2018-10-16,20:00,Friendlies (M),Friendlies (M),Tue,Away,L,1,3,co Colombia,,"",Bryan Ruiz,4-4-1-1,Ismail Elfath,Match Report,,1,"","","","","","",0,"","","",0,0,0,0,2,0,0,"","","","","","","","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Costa Rica,2018-11-16,21:15,Friendlies (M),Friendlies (M),Fri,Away,W,3,2,cl Chile,,"9,000",Bryan Ruiz,5-3-2,Germán Delfino,Match Report,,3,"","","","","","",0,"","","",0,0,1,0,3,0,0,"","","","","","","","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Costa Rica,2018-11-20,19:30,Friendlies (M),Friendlies (M),Tue,Away,W,3,2,pe Peru,,"",Bryan Ruiz,3-4-1-2,Carlos Orbe,Match Report,,3,"","","","","","",1,"","","",0,0,0,0,3,0,0,"","","","","","","","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Costa Rica,2019-02-02,12:50,Friendlies (M),Friendlies (M),Sat,Away,L,0,2,us United States,,"13,656",Francisco Calvo,4-2-3-1,Fernando Hernández,Match Report,"",0,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2019-03-22,19:00,Friendlies (M),Friendlies (M),Fri,Away,L,0,1,gt Guatemala,,"18,713",Keylor Navas,4-1-4-1,Jaime Herrera,Match Report,"",0,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2019-03-26,20:00,Friendlies (M),Friendlies (M),Tue,Home,W,1,0,jm Jamaica,,"10,000",Bryan Ruiz,4-2-3-1,Oliver Vergara,Match Report,"",1,"","","","","","",0,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2019-06-05,20:00,Friendlies (M),Friendlies (M),Wed,Away,L,0,1,pe Peru,,"","",4-4-2,Darío Herrera,Match Report,"",0,"","","","","","",0,"","","",0,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2019-06-16,18:30,Gold Cup,Group stage,Sun,Home,W,4,0,ni Nicaragua,59,"19,140",Celso Borges,4-1-3-2,Marco Antonio Nava,Match Report,"",4,15,7,46.7,0.27,0.57,"",0,1,1,100.0,1,0,0,0,1,0,0,20,9,4,9,20,11,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2019-06-20,20:30,Gold Cup,Group stage,Thu,Home,W,2,1,bm Bermuda,67,"7,000",Celso Borges,4-4-2,Yadel Martínez,Match Report,"",2,20,8,40.0,0.10,0.25,"",0,3,3,100.0,0,1,0,0,2,0,0,14,13,2,24,7,8,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2019-06-24,21:00,Gold Cup,Group stage,Mon,Away,L,1,2,ht Haiti,71,"20,044",Bryan Ruiz,4-4-1-1,Ismail Elfath,Match Report,"",0,13,4,30.8,0.00,0.00,"",0,5,4,80.0,0,1,0,0,2,0,0,21,16,5,15,13,5,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2019-06-29,20:30,Gold Cup,Quarter-finals,Sat,Away,D,1 (4),1 (5),mx Mexico,40,"70,788",Bryan Ruiz,4-4-2,John Pitti,Match Report,Mexico won on penalty kicks following extra time,1,15,5,33.3,0.00,0.00,"",1,5,4,80.0,0,0,0,0,4,0,0,25,20,2,7,21,16,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2019-09-06,20:00,Friendlies (M),Friendlies (M),Fri,Home,L,1,2,uy Uruguay,,"",Bryan Ruiz,4-4-2,Daneon Parchment,Match Report,"",1,"","","","","","",0,"","","",0,1,0,0,3,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2020-02-01,12:55,Friendlies (M),Friendlies (M),Sat,Away,L,0,1,us United States,,"9,172",Giancarlo González,4-2-2-2,Oshane Nation,Match Report,,0,"","","","","","",0,"","","",0,1,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2020-10-10,20:00,Friendlies (M),Friendlies (M),Sat,Home,L,0,1,pa Panama,,"",Óscar Duarte,4-2-3-1,Keylor Herrera,Match Report,,0,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2020-10-13,20:00,Friendlies (M),Friendlies (M),Tue,Home,L,0,1,pa Panama,,"",Óscar Duarte,5-3-2,Juan Gabriel Calderón,Match Report,,0,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2020-11-13,18:00,Friendlies (M),Friendlies (M),Fri,Away,D,1,1,qa Qatar,,"",Keylor Navas,4-2-2-2,Sebastian Gishamer,Match Report,,1,"","","","","","",0,"","","",0,1,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2021-03-27,18:00,Friendlies (M),Friendlies (M),Sat,Away,D,0,0,ba Bosnia & Herz'na,,"",Bryan Ruiz,4-2-2-2,Nejc Kajtazovič,Match Report,,0,"","","","","","",0,"","","",1,0,0,0,3,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2021-03-30,22:00,Friendlies (M),Friendlies (M),Tue,Neutral,L,0,1,mx Mexico,,"",Keysher Fuller,4-2-2-2,Christian-Petru Ciochirca,Match Report,,0,"","","","","","",0,"","","",0,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2021-06-09,17:00,Friendlies (M),Friendlies (M),Wed,Away,L,0,4,us United States,,"19,007",Francisco Calvo,5-3-2,Tristley Bassue,Match Report,,0,"","","","","","",0,"","","",0,1,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2021-07-12,21:00,Gold Cup,Group stage,Mon,Home,W,3,1,gp Guadeloupe,62,"",Bryan Ruiz,4-2-3-1,Ismail Elfath,Match Report,,3,10,5,50.0,0.30,0.60,"",0,3,2,66.7,0,0,0,0,4,0,0,19,11,1,12,11,8,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2021-07-16,20:30,Gold Cup,Group stage,Fri,Away,W,2,1,sr Suriname,50,"6,527",Celso Borges,4-1-4-1,Fernando Hernández,Match Report,,2,11,3,27.3,0.18,0.67,"",0,2,1,50.0,0,0,0,0,4,1,0,17,11,2,13,14,8,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2021-07-20,19:00,Gold Cup,Group stage,Tue,Home,W,1,0,jm Jamaica,44,"",Bryan Ruiz,4-3-3,Mario Escobar,Match Report,,1,5,1,20.0,0.20,1.00,"",0,5,5,100.0,2,0,0,0,0,1,0,22,18,0,16,10,9,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2021-07-25,18:00,Gold Cup,Quarter-finals,Sun,Home,L,0,2,ca Canada,55,"",Celso Borges,4-3-3,Jair Marrufo,Match Report,,0,4,0,0.0,0.00,"","",0,5,3,60.0,0,0,0,0,0,0,0,18,19,1,10,8,15,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2021-08-21,20:00,Friendlies (M),Friendlies (M),Sat,Away,D,0,0,sv El Salvador,,"",Kendall Waston,4-1-4-1,Rubiel Vázquez,Match Report,,0,"","","","","","",0,"","","",1,0,0,0,3,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2021-09-02,20:05,WCQ,Third round,Thu,Away,D,0,0,pa Panama,,"14,000",Celso Borges,4-1-4-1,Iván Barton,Match Report,,0,"","","","","","",0,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2021-09-05,17:05,WCQ,Third round,Sun,Home,L,0,1,mx Mexico,,"2,200",Bryan Ruiz,4-2-3-1,Ismail Elfath,Match Report,,0,"","","","","","",0,"","","",0,1,0,0,4,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2021-09-08,19:05,WCQ,Third round,Wed,Home,D,1,1,jm Jamaica,,"3,000",Bryan Ruiz,4-2-3-1,Drew Fischer,Match Report,,1,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2021-10-07,18:05,WCQ,Third round,Thu,Away,D,0,0,hn Honduras,,"18,500",Keylor Navas,3-4-3,Mario Escobar,Match Report,,0,"","","","","","",0,"","","",1,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2021-10-10,16:05,WCQ,Third round,Sun,Home,W,2,1,sv El Salvador,,"4,500",Bryan Ruiz,4-2-3-1,Said Martínez,Match Report,,2,"","","","","","",1,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2021-10-13,19:00,WCQ,Third round,Wed,Away,L,1,2,us United States,,"20,165",Bryan Ruiz,4-2-2-2,Daneon Parchment,Match Report,,1,"","","","","","",0,"","","",0,0,0,0,0,0,0,"","","","","","","","",1,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2021-11-12,19:05,WCQ,Third round,Fri,Away,L,0,1,ca Canada,,"48,806",Óscar Duarte,4-1-4-1,Ismail Elfath,Match Report,,0,"","","","","","",0,"","","",0,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2021-11-16,19:05,WCQ,Third round,Tue,Home,W,2,1,hn Honduras,,"7,000",Keylor Navas,4-2-3-1,Jair Marrufo,Match Report,,2,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2021-09-02,20:05,WCQ,Third round,Thu,Away,D,0,0,pa Panama,,"14,000",Celso Borges,4-1-4-1,Iván Barton,Match Report,,0,"","","","","","",0,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2021-09-05,17:05,WCQ,Third round,Sun,Home,L,0,1,mx Mexico,,"2,200",Bryan Ruiz,4-2-3-1,Ismail Elfath,Match Report,,0,"","","","","","",0,"","","",0,1,0,0,4,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2021-09-08,19:05,WCQ,Third round,Wed,Home,D,1,1,jm Jamaica,,"3,000",Bryan Ruiz,4-2-3-1,Drew Fischer,Match Report,,1,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2021-10-07,18:05,WCQ,Third round,Thu,Away,D,0,0,hn Honduras,,"18,500",Keylor Navas,3-4-3,Mario Escobar,Match Report,,0,"","","","","","",0,"","","",1,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2021-10-10,16:05,WCQ,Third round,Sun,Home,W,2,1,sv El Salvador,,"4,500",Bryan Ruiz,4-2-3-1,Said Martínez,Match Report,,2,"","","","","","",1,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2021-10-13,19:00,WCQ,Third round,Wed,Away,L,1,2,us United States,,"20,165",Bryan Ruiz,4-2-2-2,Daneon Parchment,Match Report,,1,"","","","","","",0,"","","",0,0,0,0,0,0,0,"","","","","","","","",1,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2021-11-12,19:05,WCQ,Third round,Fri,Away,L,0,1,ca Canada,,"48,806",Óscar Duarte,4-1-4-1,Ismail Elfath,Match Report,,0,"","","","","","",0,"","","",0,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2021-11-16,19:05,WCQ,Third round,Tue,Home,W,2,1,hn Honduras,,"7,000",Keylor Navas,4-2-3-1,Jair Marrufo,Match Report,,2,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2022-01-27,20:05,WCQ,Third round,Thu,Home,W,1,0,pa Panama,,"16,534",Keylor Navas,4-4-2,Ismail Elfath,Match Report,,1,"","","","","","",0,"","","",1,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2022-01-30,17:00,WCQ,Third round,Sun,Away,D,0,0,mx Mexico,,"2,000",Keylor Navas,4-1-4-1,Said Martínez,Match Report,,0,"","","","","","",0,"","","",1,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2022-02-02,19:00,WCQ,Third round,Wed,Away,W,1,0,jm Jamaica,,"",Keylor Navas,3-4-3,Marco Ortíz,Match Report,,1,"","","","","","",0,"","","",1,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2022-03-24,20:05,WCQ,Third round,Thu,Home,W,1,0,ca Canada,,"35,000",Keylor Navas,3-4-3,Said Martínez,Match Report,,1,"","","","","","",0,"","","",1,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2022-03-27,15:05,WCQ,Third round,Sun,Away,W,2,1,sv El Salvador,,"",Keylor Navas,3-4-3,Daneon Parchment,Match Report,,2,"","","","","","",0,"","","",0,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2022-03-30,19:05,WCQ,Third round,Wed,Home,W,2,0,us United States,,"35,000",Keylor Navas,3-4-3,Drew Fischer,Match Report,,2,"","","","","","",0,"","","",2,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2022-06-14,21:00,WCQ Play-offs,WCQ — Inter-confederation play-offs (M),Tue,Neutral,W,1,0,nz New Zealand,,"",Keylor Navas,4-2-2-2,Mohammed Abdulla Hassan,Match Report,,1,"","","","","","",0,"","","",1,0,0,0,2,0,0,"","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2022-09-23,20:00,Friendlies (M),Friendlies (M),Fri,Away,D,2,2,kr Korea Republic,,"37,581",Celso Borges,4-2-2-2,Alex King,Match Report,,2,"","","","","","",0,"","","",0,0,0,0,2,1,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2022-09-27,15:00,Friendlies (M),Friendlies (M),Tue,Neutral,W,2,1,uz Uzbekistan,,"",Kendall Waston,4-1-4-1,Kim Daeyong,Match Report,,2,"","","","","","",0,"","","",0,0,0,0,3,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2022-11-09,20:00,Friendlies (M),Friendlies (M),Wed,Home,"",,,ng Nigeria,,"","","","",Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2022-11-17,"",Friendlies (M),Friendlies (M),Thu,Away,"",,,iq Iraq,,"","","","",Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2022-11-23,19:00,World Cup,Group stage,Wed,Neutral,"",,,es Spain,,"","","","",Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2022-11-27,13:00,World Cup,Group stage,Sun,Neutral,"",,,jp Japan,,"","","","",Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2022-12-01,22:00,World Cup,Group stage,Thu,Neutral,"",,,de Germany,,"","","","",Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,2010-09-03,20:45,Euro Qualifying,Group stage,Fri,Away,W,1,0,be Belgium,,"41,126",Philipp Lahm,,Terje Hauge,Match Report,,1,"","","","","","",0,"","","",1,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,2010-09-07,20:45,Euro Qualifying,Group stage,Tue,Home,W,6,1,az Azerbaijan,,"43,751",Philipp Lahm,,Martin Strömbergsson,Match Report,,5,"","","","","","",0,"","","",0,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,2010-10-08,20:45,Euro Qualifying,Group stage,Fri,Home,W,3,0,tr Turkey,,"74,244",Philipp Lahm,,Howard Webb,Match Report,,3,"","","","","","",0,"","","",1,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,2010-10-12,23:00,Euro Qualifying,Group stage,Tue,Away,W,3,0,kz Kazakhstan,,"18,000",Philipp Lahm,,Alexandru Tudor,Match Report,,3,"","","","","","",0,"","","",1,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
